"Product ID","Category","Brand","Name","Description","Rating","Review Count"
"6660","headphones","JVC","JVC HAFR36B Marshmallow Inner Ear Headphones with Microphone and Remote (Black) (Discontinued by Manufacturer)","Amazon.com: JVC HAFR36B Marshmallow Inner Ear Headphones with Microphone and Remote (Black) (Discontinued by Manufacturer): Electronics","3.905150214592275","466"
"16901","headphones","UrbanEars","UrbanEars Plattan Over The Ear Headphones For Iphone Ipod Touch Android - Grey","Product Description Color: Dark Grey | Size: One S...","4.018841642228739","1364"
"6668","headphones","Sennheiser","Sennheiser CX 685 Adidas Sports In-Ear Headphones","The Sennheiser CX 685 SPORTS in-ear headphone is an excellent sport headphone with a revolutionary fit that is guaranteed to stay in, provide superb comfort and excellent sound even during your most vigorous workouts.  #CX 685- 504966 - Sennheiser Adidas ","3.9507797270955165","1026"
"16908","headphones","Skullcandy","Skullcandy Uprock Red/White On-Ear Headph","Rock out with these Skullcandy Uprock Headphones ....","3.8500000000000005","36"
"16909","headphones","Sennheiser","Sennheiser CX 215 Earphones - Orange","Product Description Color: Orange...","4.4945054945054945","91"
"16910","headphones","Panasonic","Panasonic RPHJE190A Headphones","Product Description Color: Blue...","3.9508588957055215","163"
"354826","headphones","KINDEN","KINDEN Noise Isolating Earphones, Bass Earbuds Headset In-ear Sweatproof Sport Running Gym Headphones With Microphone(Black)","Buy KINDEN Noise Isolating Earphones, Bass Earbuds Headset In-ear Sweatproof Sport Running Gym Headphones With Microphone(Black): Corded Headsets - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.796376811594203","276"
"6672","headphones","Audio-Technica","Audio-Technica ATH-WS99 Solid Bass Over-Ear Headphones","Audio Technica ATH-WS99 &bull; Portable Over-Ear Solid Bass Stereo Headphones w/ Powerful 53mm Drivers & In-Line Microphone Cable &bull; Double Air Chamber System  &bull; Triangular Duct Placement  &bull; Direct Driver Mounting  &bull; Includes 2.6 Ft Ext","4.037254901960784","102"
"6675","headphones","Jays","a-JAYS Four iPhone Earphones with Mic/Controller - Special Edition - White"," Get the JAYS of Sweden a-JAYS Four iPad /iPhone Headphones at RadioShack.com and see our entire selection of Headsets & speakerphones from JAYS of Sweden. a-JAYS Four with flat, tangle-free cables now include a full-feature three-button remote for Apple'","3.2747967479674798","123"
"332304","headphones","Audio-Technica","Audio-Technica ATH-CKX5iSBK SonicFuel In-Ear Headphones with In-line Microphone & Control, Black","Buy Audio-Technica ATH-CKX5iSBK SonicFuel In-Ear Headphones with In-line Microphone & Control, Black: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","3.6518518518518515","54"
"6678","headphones","RCA","RCA WHP141B 900MHZ Wireless Stereo Headphones","Buy the RCA 900 MHz Wireless Stereo Headphones with fast shipping and excellent Customer Service. Rakuten.com","3.5782072176949944","4295"
"6683","headphones","Yurbuds","Yurbuds Ironman Endure White In-Ear Headphones","YURBUDS Ironman Focus Earbud Headphones: TwistLock technology; FlexSoft comfort fit; N42 magnets; sweat- and water-resistant; ergonomic design; allow ambient noise; silicone ear cushions; soft, moldable ear loops","3.8561904761904757","315"
"6686","headphones","Sony","SONY MDRAS200O Lightweight Clip-On Headphones for Active Sports","Find, shop, and buy computers, laptops, books, dvd, videos, games, video games, music, sporting goods, software, electronics, digital cameras, camcorders, toys, luggage, and dvd players at Rakuten.com","3.673847893695222","3537"
"6687","headphones","Outdoor Technology","Outdoor Tech OT1000 Tags Wireless Bluetooth Earbud Headphones (Black)","FREE Shipping on qualified orders. The Outdoor Technology Bluetooth Headset bring you great sound without of the wires. Any Bluetooth-enabled device with a little music on it will connect to these buds. Connect them to your computer, your MP3 player, or y","3.4901960784313726","357"
"16930","headphones","Sennheiser","Sennheiser MX 365 Earphones - White","Product Description Plain vanilla has never been y...","4.234893617021277","235"
"6690","headphones","JVC","JVC HAFX5D Gumy Plus Inner Ear Headphones","JVC - HAFX5D - JVC HAFX5D Gumy(R) Plus Inner-Ear Earbuds (Orange) on Neobits.com shop. JVC HAFX5D Gumy(R) Plus Inner-Ear Earbuds (Orange)<br /><ul><li> Color matched to all iPod nano(R) 5G models</li><li> Curved design & soft material for a comfortable fi","3.993450087565674","2855"
"6698","headphones","Skullcandy","Skullcandy S6AVDM-016 Aviator Headphones with Mic3","SKULLCANDY Roc Nation Aviator Over-the-Ear Headphones: Optics-inspired polycarbonate speaker housing; stashable travel design; mylar drivers; neodymium magnets","4.243930635838151","173"
"6703","headphones","JVC","JVC HARX500 Full-Size Headphones"," <li>Ear-direct structure & inclined driver</li><li>Frequency response 10Hz-22kHz</li> RadioShack","4.174870466321243","1544"
"6705","headphones","Sony","Sony MDRZX100/WHI Outdoor Headphones","Perfect for in the studio, on the streets or at home, these on-ear MDR-ZX100 ZX Series stereo headphones feature quality components; extra comfortable, cushioned earpads and a noise-canceling, supra-aural design-all at an unbeatable value. High-energy neo","4.2272989500403835","8667"
"16945","headphones","The House of Marley","House of Marley EM-JH000-DU Soul Rebel Dubwise On-Ear Headphones","Product Description The Rebel On Ear Headphones ar...","4.517021276595745","94"
"6706","headphones","JVC","JVC HAS160P Flats High Quality Light Headphones","Newegg.com offers the best prices on computer products, laptop computers, LED LCD TVs, digital cameras, electronics, unlocked phones, office supplies, and more with fast shipping and top-rated customer service.  Once you know, you Newegg!","4.398066595059077","931"
"16948","headphones","The House of Marley","House of Marley EM-JE003-RA Smile Jamaica Rasta In-Ear Headphones with Apple Three-Button Controller","Product Description Style: Rasta, 3 Button Control...","3.967777777777778","90"
"16952","headphones","The House of Marley","House of Marley EM-JE003-FI Smile Jamaica Fire In-Ear Headphones with Apple Three-Button Controller","Product Description Style: Fire 3 Button Controlle...","4.043434343434344","99"
"6713","headphones","Sony","Sony MDR-EX37B/BLK Earbud Style Headphones","<li>Powerful street-style earbuds<li>High-quality 9mm driver units provide dynamic audio performance with a solid low end<li>Efficient Neodymium drivers reproduce clear mid-range and low-end sound<li>Frequency response: 6 23kHz<li>Includes nylon case with","4.476018491765386","6922"
"455229","headphones","Audio-Technica","Audio Technica Audiophile Open-air Headphones ATH-AD700X","Audio Technica ATH-AD700X Audiophile Open-air Headphones Battery InformationInterfaces/Ports Host Interface: Mini-phoneGeneral Information Product Type: Headphone Manufacturer Part Number: ATH-AD700X Manufacturer Website Address: www.audio-technica.com Ma","4.222222222222222","18"
"6717","headphones","Sony","SONY MDRAS200PK Lightweight Clip-On Headphones for Active Sports","Sony MDR-AS200/PNK Earbuds Active Sports In-Ear Headphones Pink &bull; Lightweight Water Resistant Active Sports/Gym Ear-Clip-On Around-Ear Design with Movable Loop Hanger &bull; Sony Active Sports Series Headphones  &bull; Lightweight Clip-on Headphones ","3.759118942731278","4540"
"455227","headphones","Audio-Technica","Audio Technica ATH-AD700X Audiophile Headphones","Audio Technica ATH-AD700X Audiophile Headphones feature bobbin-wound CCAW voice coils for superior power handling. Lightweight aluminum honeycomb casing with excellent acoustic properties. Self-adjusting 3D Wing Support provides a comfortable listening ex","4.125","16"
"6718","headphones","Sony","SONY MDREX100IPW In-Ear Earbuds for Apple (R) Devices","Sony MDR-EX100iP - White &bull; Inner-Ear Earbuds/Earphones Headset w/ In-Line Remote for iPod/iPhone and Tangle-Free Serrated Cord &bull; In-Ear Earbuds  &bull; In-Line Volume Control and Microphone  &bull; Different Earbud Sizes  &bull; Frequency Respon","4.215220483641536","703"
"6719","headphones","Monster","Beats Mixr On-Ear Headphone (Black)","Beats Mixr? On-Ear Headphone Lightweight and power...","4.383210137275607","1894"
"475716","electronics","TrackR","TrackR Bravo Bluetooth Tracker - 3 Pack - Black/Blue/Gold","Small coin-sized TrackR Bravo fobs can be attached to keys, a wallet, or other items so they're easy to locate when you can't find them Bluetooth 4.0 technology lets you sync the TrackR Bravo with your compatible mobile device for at-a-glance location via","2.0","8"
"475715","electronics","TrackR","TrackR Bravo Bluetooth Tracker - 3 Pack","TrackR's Crowd GPS Network updates you of your item's latest location on a map Distance indicator measures how far away your belongings are Other tracker features include: item ringer, phone finder, and separation alert Comes in a 3-pack and includes 3 bo","2.9","49"
"475714","electronics","TrackR","TrackR Sticker Personal Tracker - 2 Pack","TrackR app causes the tracked device to ring with a tap of a button, even when it's on silent mode Two-way separation alert reminds you to grab your phone, wallet or other items before you leave them behind Bluetooth alerts activate when the TrackR app co","3.1999999999999997","43"
"475713","electronics","TrackR","TrackR Sticker Personal Tracker","TrackR app causes the tracked device to ring with a tap of a button, even when it's on silent mode Two-way separation alert reminds you to grab your phone, wallet or other items before you leave them behind Bluetooth alerts activate when the TrackR app co","3.2999999999999994","53"
"16969","headphones","SOL REPUBLIC","SOL REPUBLIC 1112-31 JAX In-Ear Headphones with 1-Button Mic and Music Control - Black","Product Description Size: Jax (1-Button) | Color: ...","3.810924369747899","952"
"16973","headphones","The House of Marley","The House of Marley EM-JE000-FI Smile Jamaica - Jammin In-Ear Headphones - Fire","Product Description The Smile Jamaica in-ear headp...","3.9393700787401578","127"
"6736","headphones","Plantronics","Plantronics 65148-11 S11 Telephone Headset System","Plantronics - PLNS11 - Plantronics S11 Headset System (Each) on Neobits.com shop.  Connects to single- or multi-line phones with ease. Offers hands free convenience and comfort. Noise-canceling microphone reduces background noise to ensure clear conversat","3.40625","32"
"6743","headphones","Yurbuds","Yurbuds Sports Earphones Ironman Inspire Pro Earphones - Black","YURBUDS Inspire Pro Earbud Headphones: Performance Fit design; 15.2mm drivers; neodymium magnets; 3-button microphone; water-resistant","3.7121874999999998","320"
"6750","headphones","SOL REPUBLIC","SOL REPUBLIC 1211-01 Tracks On-Ear Interchangeable Headphones with 3-Button Mic and Music Control - Black"," Get the SOL Republic Tracks On-Ear Headphones (Black) at RadioShack.com and see our entire selection of Headphones from SOL Republic. Customize your headphones with the SOL Republic Tracks On-Ear headphones. They feature interchangeable headbands to fit ","4.101999999999999","1350"
"6757","headphones","Philips","Philips ActionFit Sports Earhook Headphones SHQ3200/28, Orange and Grey","Philips - SHQ3200/28 - Philips ActionFit Sports Earhook Headphones - Stereo - Orange, Gray - Mini-phone - Wired - 16 Ohm - 15 Hz 22 kHz - Gold Plated - Behind-the-ear - Binaural - In-ear - 3.28 ft Cable on Neobits.com shop. <ul><li>Patented adjustable ear","3.7317363344051446","2177"
"6759","headphones","JVC","JVC HAFR6B Gumy Plus High Quality Headphones (Black)","JVC Gumy Plus Earbud Headphones: 1-button remote and microphone; sound isolation; 11mm drivers; neodymium magnets","4.076186612576065","2465"
"6777","headphones","JVC","JVC HAFX5V Gumy Plus Inner Ear Headphones","JVC Hafx5V Gumy Plus Inner Ear Headphones - Violet, HA-FX5-V. Read customer reviews and buy online at Best Buy.","4.174162303664922","3820"
"6780","headphones","JVC","JVC HAEB75B Sports Clip Headphone","JVC Sport HA-EB75B Earphone - Stereo - Black - Mini-phone - Wired - 16 Ohm - 16 Hz 20 kHz - Gold Plated - Over-the-ear - Binaural - Semi-open - 3.94 ft Cable at $17.04. The JVC Sport HA-EB75B Earphone is a great Earphone","3.711785714285715","1120"
"6782","headphones","Audio-Technica","Audio Technica AUD ATHWS55BK Solid Bass Audio Headphones","The ATH-WS55 Solid Bass headphones deliver incredibly full and textured bass, along with the astonishing clarity and fidelity for which Audio-Technica is renowned. Audio-Technica's sophisticated driver technology and superior components deliver exceptiona","3.924137931034483","232"
"455302","headphones","default","ZR-SIX EARBUDS WITH MIC AUDIO WITH REFLECTIVE ACOUSTICS","ZR-SIX EARBUDS WITH MIC AUDIO WITH REFLECTIVE ACOUSTICS Connectivity Technology: Wired Cable Length: 3.94 ft Sound Mode: Stereo Impedance: 32 Ohm Minimum Frequency Response: 20 Hz Maximum Frequency Response: 20 kHz Connector Plating: Gold Plated Features:","3.96875","32"
"6788","headphones","Bowers Wilkins","Bowers & Wilkins P5 Headphones - Black","BOWERS & WILKINS Over-the-Ear Headphones: Natural sound reproduction; noise-isolating; Apple iPod control; in-line microphone; neodymium magnets; Mylar diaphragms","4.0780082987551864","723"
"6792","headphones","Panasonic","Panasonic RP-HT227 Stereo Headphones with In-cord Volume Control"," Get the Panasonic RP-HT227 Full-Size Monitor Headphones at RadioShack.com and see our entire selection of Headphones Try these on for size. These Panasonic Monitor Headphones feature in-cord volume control and single-side monitoring. Large, comfortable e","4.404741137464933","3921"
"6797","headphones","Maxell","Maxell AMP-B Amplified Heavy Bass Headphone - Blue (190265)","Maxell - 190265 - AMPlified Tribal Glow Heavy Bass Headphone - Blue on Neobits.com shop. <ul><li>Frequency response: 10Hz23kHz<li>Lightweight fold-up design ideal for home and portable players<li>Leatherette ear cushions and headband for maximum comfort<l","4.278363926576217","1253"
"6799","headphones","JVC","JVC HARX300 Full-Size Headphones","Low Low Low Prices on Major Appliances and Small Appliances; TVs and other Consumer Electronics; Phones & Communications Equipment; Projectors, Projector Lamps, Projector Screens, Projector Cases and other Audiovisual equipment; Office Equipment, Office F","4.407450430602844","4993"
"6800","headphones","JVC","JVC Flat Headpones - Red","JVC HA-S160 FLATS Headphone - Stereo - Red - Wired - Over-the-head - Binaural - Ear-cup at $20.92. The JVC HA-S160 FLATS Headphone is an outstanding Headphone","4.4303867403314925","362"
"6801","headphones","JVC","JVC HAS160B FLATS Lightweight Headband Headphones","Find, shop, and buy computers, laptops, books, dvd, videos, games, video games, music, sporting goods, software, electronics, digital cameras, camcorders, toys, luggage, and dvd players at Rakuten.com","4.307725736359246","2071"
"6802","headphones","JVC","JVC HAS160V Flat Headpones - Violet"," Get the JVC FLATS Lightweight Headphones (Violet) at RadioShack.com and see our entire selection of Headphones. The JVC FLATS are stylish, compact headphones with a slim metallic headband and sleek, soft ear pads that rest on the ear. RadioShack","4.5241477272727275","352"
"6803","headphones","Sony","Sony MDR-EX37B/RED Earbud Style Headphones","Sony MDREX37B/RED EX-Style Headphones Red &bull; In-Ear EX-Style Stereo Earbud Headphones &bull; In-Ear Ex-style Stereo Earbud Headphones   &bull; Large 9mm Speaker Driver Produces Amazingly Clear Sound   &bull; Tangle-free Cable For Convenient Listening ","4.251833848873177","2263"
"6804","headphones","Sony","Sony MDR-EX37B/YLW Earbud Style Headphones","Add a pop of personality to your portable playlist with these bold buds. Featuring 9mm high energy neodymium driver units, these MDR-EX37B earbuds deliver crystal clear highs and big bass. Offered in an attention-grabbing array of bold and bright colors, ","4.259005145797599","583"
"6806","headphones","Sony","SONY MDREX100IPB In-Ear Earbuds for Apple (R) Devices","More than your basic pair of ear bud headphones, SonyMDR-EX100 Series Smartphone compatible headsets deliver rock-solid audio performance and added media playback/phone controls, with a tangle-proof, serrated cord for the ideal on-the-go, mobile experienc","4.353448275862069","116"
"453283","headphones","Plantronics","Plantronics Savi 430 Earset (UC Standard) 82396-11","Plantronics 82396-11 Savi 430 Earset (UC Standard) Microphone Microphone Technology: Noise Cancelling Microphone Design: BoomMiscellaneousCompatibility Softphones PC Physical Characteristics Form Factor: OpenTechnical Information Sound Mode: Mono Connecti","2.6363636363636362","22"
"17070","headphones","Sennheiser","Sennheiser MX 365 Earphones - Red","Product Description Plain vanilla has never been y...","4.6","9346"
"6831","headphones","AblePlanet","Able Planet True Fidelity Wireless Headphones (Black)","Able Planet IR210T True Fidelity Infrared Wireless Headphones  True Fidelity Infrared Wireless HeadphonesPatented and Award-Winning Linx Audio® technology","3.587378640776699","103"
"6839","headphones","Plantronics","CS520 Over-the-head Binaural","Plantronics 84692-11 Headset And Hl10 Lifter Home Office Products-pl-cs520_hl10   - Range up to 350 feet away for maximum mobility- Offers you a choice of four comfort-tested wearing options to match your personal style- Premium wideband audio quality- On","3.8147540983606554","61"
"17080","headphones","Audio-Technica","Audio Technica ATHCLR100PK In-Ear Headphones, Pink","Product Description Color: Pink...","4.204264392324094","469"
"6841","headphones","Princess International","Princess International PI06879 5 in 1 Wireless Headset PI-06879 With Net Chat Microphone and Baby Monitor Function","Product Description The 5 in 1 Wireless Earphone H...","2.522875816993464","153"
"6852","headphones","JVC","JVC HAFX30B Headphone, Marshmallow, Black","Amazon.com: JVC HAFX30B Headphone, Marshmallow, Black: Electronics","4.042986425339366","221"
"6857","headphones","jWIN","iEP515 Earset - Stereo","Galaxor Store Ipn/ipod Earphones With [IEP515BLK] - ILUV IEP515BLK Premium Noise-Isolating Earbuds with iPhone(R)/iPod(R) Remote & MicrophoneSpecifications:• Compatible With Iphone(r) 3gs, Ipod Touch(r) 2g, Ipod Nano(r) 4g, Ipod Classic(r) 120gb & Ipod Sh","3.681012658227848","79"
"17107","headphones","Audio-Technica","Audio-Technica ATH-CLR100 Clear In-Ear Headphones - Stereo - Orange - Mini-phone - Wired - 16 Ohm - 20 Hz 25 kHz - Earbud - Binaural - In-ear - 3.94 ft Cable","Product Description Color: Orange...","4.210548523206752","474"
"6869","headphones","The House of Marley","The House of Marley EM-JH010-RT Positive Vibration - Jammin On-Ear Headphone - Roots","MARLEY Positive Vibrations Jammin' Collection On-Ear Headphones: 50mm moving-coil drivers; aluminum chassis; durable braided cable; recycled plastic strain relief","4.323711340206185","97"
"6873","headphones","Monster","Monster Diesel VEKTR On-Ear Headphones with Apple ControlTalk","MONSTER Diesel VEKTR On-Ear Headphones: Monster titanium-coated driver technology; high-definition sound; acoustic-sealing ear cushions; multiplanar, trifold design; ControlTalk universal device","4.106796116504855","309"
"455388","headphones","Bose","Bose QuietComfort 20 Acoustic Noise Cancelling Headphones Apple Devices - Stereo - Black - Mini-phone - Wired - Earbud - Binaural - In-ear - 4.33 ft Cable","The QuietComfort 20 Acoustic Noise-Canceling In-Ear Headphones from Bose feature their active noise-canceling technology with an in-ear headphone design. The headphones are powered by Bose's TriPort Acoustic drivers to produce a balanced frequency respons","4.0","27"
"6878","headphones","Audio-Technica","Audio Technica ATH-ANC9 Active Noise Canceling Headphones (Japan Import)","Amazon.com: Audio Technica ATH-ANC9 Active Noise Canceling Headphones (Japan Import): Electronics","4.179816513761468","109"
"17122","headphones","The House of Marley","House of Marley EM-JE021-SU Midnight Ravers - Jammin' In-Ear Headphone with 1-Button Mic - Sun","Product Description Color: Sun...","4.665116279069768","43"
"6884","headphones","JVC","JVC HAEBX5S Inner Ear Sports Clip Headphones (Silver)","Victor Company of Japan, Limited HAEBX5D Earphone MPN UPC Code: 046838044113 HA-EBX5D, Stereo - Orange - Mini-phone - Wired - Over-the-ear - Binaural - Open - 3.94 ft Cable Audio / Video, Victor Comp.of Japan Headphones / Earphones","4.429616548940464","3964"
"6885","headphones","Sakar","Monster High Printed Plush Headphones - Pink (35148)","Fishpond United States, Monster High Plush Headphones. Buy Sports & Outdoors online: Monster High Plush Headphones, , Fishpond.com","3.539285714285714","140"
"6887","headphones","Koss","Koss UR-10 Closed-ear Design Stereo Headphones","Today's music lovers depend on lightweight, portable headphone to reproduce their favorite recording on the go. The UR10 combines the very best in sound performance without sacrificing comfort and portability. The UR10 is a portable headphone that deliver","4.230236406619386","423"
"6888","headphones","JVC","JVC HAFX5B Gumy Plus Inner Ear Headphones -Black","Galaxor Store Gumy Plus Inear Hdphn Blk [HAFX5B] - JVC HAFX5B Gumy Plus Inner-Ear Earbuds (Black)Specifications:• Color Matched To All Ipod Nano(r) 5g Models• Curved Design & Soft Material For A Comfortable Fit• 3.28ft Color-matched Cord With Gold-plated,","4.039035418236623","2654"
"6893","headphones","Motorola","Earbud with Push-to-Talk Microphone","Motorola 53727 PTT Earset","3.6260465116279073","215"
"6896","headphones","Philips","Black Earhook Headphones","Philips - SHS3200/37 - Philips SHS3200 Earphone - Wired - 20 Hz 20 kHz - Chrome Plated - Binaural - 3.94 ft Cable on Neobits.com shop. <p>Ultra-comfortable for active use, this ergonomic earphone bring fantastic quality music reproduction straight to your","3.5244444444444443","90"
"619258","headphones","180s","180s Stereo Headphones to Be Used with 180s Ear Warmers","only used with ear warmers Product dimensions : 4x4x2.5 inches SKU : ADIB0095HXUME","0.0","0"
"316151","headphones","Panasonic","Panasonic RPDJS400R Headphones","3.9' cord suitable for outdoor use .Frequency resp...","4.104247250663633","2637"
"6899","headphones","Koss","KSC75 Sportclip Earphone"," The KSC75 Titanium Stereophone delivers unbelievable sound reproduction while clipping comfortably over the ear. Soft, foam ear cushions, guarantee an open, hear-through sound-perfect when you want to stay connected to your surroundings. Pivoting earplat","4.4904900234741785","3408"
"56067","headphones","Vibe","VIBE Sound VS-750-DJ Noise Reduction Stereo Headphones (Green)","Product Description Vibe Premium DJ Style Overhead...","2.522292993630573","157"
"6916","headphones","NuForce","NuForce NE700X In-ear Headphones","The NuForce NE-700X Earphones feature wide-range drivers encased in machined aluminum chassis designed to minimize vibration and resonance. The drivers titanium-coating delivers an exceptionally clear, extended bass and distortion-free holographic imaging","3.6256959314775155","467"
"6922","headphones","Naxa","Naxa NE-922A 5 in 1 Wireless Headphone System"," Get the Naxa NE922A Professional 5-In-1 Wireless Headphones at RadioShack.com and see our entire selection of Headphones from naxa. PROFESSIONAL 5-IN-1 WIRELESS HEADPHONE SYSTEM  WIRELESS HEADPHONE SUITABLE FOR LISTENING TO ANY DEVICE WITH AUDIO OUTPUT B","2.935483870967742","155"
"17166","headphones","Sennheiser","Sennheiser PC 7 USB - Mono USB Headset for PC and MAC","Product Description Sennheiser is bringing people ...","4.035714285714286","28"
"316171","headphones","Apple","iPod M9394G/B In-Ear Headphones","Product Description Crystal clear iPod sound! Thes...","4.384615384615385","13"
"6929","headphones","Sony","Sony 900MHz Wireless Stereo Headphones (Audio/Video/Electronics/Audio Accessories)","Amazon.com: Sony MDRRF925RK Wireless Headphone (Discontinued by Manufacturer): Electronics","3.7931271477663224","2619"
"6930","headphones","KIDdesigns","Minnie Mouse Bow-tastic Headphones","Dance around the house to your favorite tunes with...","3.651285930408472","661"
"6933","headphones","C2G","Audio Unlimited SPK-9110 900MHz Wireless Stereo Headphones (Rechargeable)","Buy the Audio Unlimited 900MHz Classic Wireless Stereo Headphones (Rechargeable) with fast shipping and excellent Customer Service. Rakuten.com","3.9122383252818036","621"
"6948","headphones","Plantronics","W420-M Over-the-head, Binaural (Microsoft)","Plantronics headsets deliver superior sound, style and comfort. Choose from a wide-variety of hands-free solutions: unified communications, office, mobile, computer, residential, and custom headsets","4.338461538461539","13"
"6953","headphones","Plantronics","Plantronics M220c Mono Earset - Wired Connectivity - Mono - Over-the-e","Plantronics Over-The-Ear Cordless Phone Headset PL-M220C  
 Plantronics Over-The-Ear Cordless Phone Headset
 2.5mm plug
 Plantronics Over-The-Ear Cordless Phone Headset is compatible with most headset-ready phones
 Fits either ear 
 Flexible earloop
 Micr","3.5959459459459464","74"
"58156","headphones","Razer","Razer Adaro Wireless Bluetooth Headphone (RZ12-01110100-R3U1) *","Main FeaturesManufacturer/Supplier: Razer USA LtdM...","4.022558922558923","297"
"6957","headphones","Beats by Dr. Dre","Beats by Dr. Dre Solo HD Yao On-ear Headphones with ControlTalk","Buy Beats by Dr. Dre Metallic Blue Beats Solo HD 3.5mm Connector On-Ear Headphone  with ControlTalk &#40;Metallic Blue&#41; with fast shipping and top-rated customer service.Once you know, you Newegg&#33;","3.612280701754386","285"
"398120","headphones","Plantronics","Plantronics .Audio DSP-400 Foldable Stereo Headset","The Plantronics .Audio DSP-400 Foldable Stereo Headset provides full-range stereo sound. A foldable design allows for easy storage and transport. This headset is compatible with most CD, DVD, and MP3 players. Foldable Stereo Headset Easy to store and tran","3.5454545454545454","22"
"6968","headphones","Bose","Bose QuietComfort 3 Acoustic Noise Cancelling Headphones, Black","Bose? QuietComfort? 3 Acoustic Noise Cancelling? H...","4.1469914040114615","698"
"359231","headphones","Kensington","Kensington Noise Canceling Headphone","<li>Dynamic earpiece technology
<li>Over-the-head binaural design
<li>Headphones feature black finish","3.892857142857143","56"
"6971","headphones","Skullcandy","Skullcandy S6HEDY-049 Los Angeles Clippers Blake Griffin Hesh Headphones","Skullcandy - S6HEDY-049 - SKULLCANDY S6HEDY-049 Hesh Clippers Blake Red Headphones on Neobits.com shop. SKULLCANDY S6HEDY-049 Hesh Clippers Blake Red Headphones<br /><ul><li>Hesh Clippers Red Hdphns</li></ul>","3.8197530864197526","81"
"322372","headphones","Bose","Bose SoundSport in-ear headphones - Apple devices Charcoal","","4.128817251143542","4591"
"6976","headphones","Innovative Technology","Innovative Technology ITHW-858 Wireless Headphones","Innovative Technology - ITHW-858 - INNOVATIVE ITHW-858 Wireless Headphones with Transmitter on Neobits.com shop. INNOVATIVE ITHW-858 Wireless Headphones with Transmitter<br /><ul><li> Volume control on headset</li><li> Adjustable headset for comfort</li><","2.8252252252252252","111"
"322373","headphones","Bose","Bose SoundLink around-ear wireless headphones II Black","","4.343435582822086","1630"
"6979","headphones","Koss","Koss 168990 The Plug Earbuds","The Plug earphone is the first of its kind. It delivers accurate acoustical reproduction and unbelievable isolation typically found in more expensive, closed-style earphone. The Plug features a dynamic element that is positioned just outside the ear and c","4.27551724137931","29"
"322369","headphones","Apple","Apple EarPods 100% Genuine & Original OEM for iPhone iPod iPad","","0.0","0"
"6986","headphones","The House of Marley","The House of Marley EM-JE000-RA Smile Jamaica - Jammin In-Ear Headphones - Rasta","The House of Marley JAMMIN' EM-JE000-RA Smile Jamaica In-Ear Headphones    PRODUCT INFORMATION:      Small, but Makes a Big Noise. Small and simple. W","3.9370967741935483","186"
"6995","headphones","JVC","JVC HAS140P Lightweight On-Ear Headband Headphones","JVC - HAS140P - JVC Headphone - Stereo - Pink - Mini-phone - Wired - 32 Ohm - 14 Hz 24 kHz - Gold Plated - Over-the-head - Binaural - Supra-aural - 3.94 ft Cable on Neobits.com shop. <p>Lightweight portable on-ear headband headphones</p> <ul> <li>Flat fol","4.289693877551021","98"
"6997","headphones","Cobra","Cobra GA-EB M2 Earbud and Compact Microphone","Cobra GAEBM2 &bull; 2.5mm Clip On Earbud Microphone for Use with Cobra Radios with Single Pin Speaker/Microphone Jack &bull; 2.5mm Clip On Earbud Microphone with Push To Talk Button  &bull; Meant for Use with Cobra microTALK&reg; Radios with Single Pin Sp","4.309052924791087","718"
"7001","headphones","JVC","JVC HAFX8B Headphone, Riptidz, In-Ear","JVC - HAFX8B - JVC HAFX8B RIPTIDZ Inner-Ear Earbuds (Black) on Neobits.com shop. JVC HAFX8B RIPTIDZ Inner-Ear Earbuds (Black)<br /><ul><li> Male fashion colors</li><li> Sweat-proof design</li><li> 11mm driver</li><li> 3.3ft cord with gold-plated plug</li>","4.48342610631784","7186"
"351071","headphones","Symphonized","Symphonized XTC Premium Genuine Wood In-ear Noise-isolating Headphones with Microphone (Orange Stripe)","Amazon.com: Symphonized XTC Premium Genuine Wood In-ear Noise-isolating Headphones with Microphone (Orange Stripe): Electronics","4.2135902636916835","986"
"7008","headphones","The House of Marley","House of Marley EM-JH000-RA Soul Rebel Rasta On-Ear Headphones",",","4.271428571428571","42"
"322401","headphones","Bose","Bose SoundSport in-ear headphones - Charcoal","","4.068553859202714","4716"
"521067","headphones","Howard Leight","Howard Leight by Honeywell R-01902 Impact Pro Electronic Shooting Earmuffs, Black and Grey","These Howard Leight by Honeywell R-01902 Impact Pro Electronic Shooting Earmuffs are an ideal choice for reducing outside noise. Featuring extreme noise reduction rating, they come in handy in situations that call for ear protection. Wear these noise redu","4.9375","32"
"322420","headphones","Bose","Bose SoundSport in-ear headphones - Apple devices, Power Red","","4.127920535521486","4631"
"351088","headphones","Sennheiser","Sennheiser 506045 MB Pro2 UC Stereo Bluetooth Headset with Dongle","Buy Sennheiser 506045 MB Pro2 UC Stereo Bluetooth Headset with Dongle: Everything Else - Amazon.com ? FREE DELIVERY possible on eligible purchases","4.0588235294117645","51"
"322418","headphones","Bose","Bose SoundSport in-ear headphones - Apple devices, Frost","","4.1497964071856295","4175"
"322425","headphones","Audio-Technica","Audio-Technica ATHCLR100BK In-Ear Headphones, Black","","4.209263157894737","475"
